timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,logical_node,physical_row_pin,physical_column_pin,raw_voltage_v,baseline_v,delta_v,signal_0_to_1,baseline_ready,short_below_0_2v
2026-08-17T20:04:26.479,-0.168383,125,43,6,3,R6C9,4,10,1.332941,1.798823,-0.465882,0.311408,1,0
2026-08-17T20:04:26.479,-0.168383,125,44,6,4,R6C10,4,12,1.164706,1.721177,-0.556471,0.495167,1,0
2026-08-17T20:04:26.479,-0.168383,125,45,6,5,R6C11,4,14,1.449412,1.462353,-0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,46,6,6,R6C12,4,16,0.957647,1.345882,-0.388235,0.395604,1,0
2026-08-17T20:04:26.479,-0.168383,125,47,6,7,R6C1,4,1,1.462353,1.475294,-0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,48,6,8,R6C2,4,3,1.785882,1.785882,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,49,7,1,R7C8,6,8,1.824706,1.811765,0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,50,7,2,R7C9,6,10,1.850588,1.824706,0.025882,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,51,7,3,R7C10,6,12,1.811765,1.805294,0.006471,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,52,7,4,R7C11,6,14,1.837647,1.837647,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,53,7,5,R7C12,6,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,54,7,6,R7C1,6,1,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,55,7,7,R7C2,6,3,1.837647,1.837647,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,56,7,8,R7C3,6,5,1.850588,1.850588,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,57,8,1,R8C9,8,10,1.837647,1.798823,0.038824,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,58,8,2,R8C10,8,12,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,59,8,3,R8C11,8,14,1.488235,1.514118,-0.025882,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,60,8,4,R8C12,8,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,61,8,5,R8C1,8,1,1.798823,1.785882,0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,62,8,6,R8C2,8,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,63,8,7,R8C3,8,5,1.837647,1.824706,0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,64,8,8,R8C4,8,7,1.721177,1.785882,-0.064706,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,65,9,1,R9C10,10,12,1.578824,1.643529,-0.064706,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,66,9,2,R9C11,10,14,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,67,9,3,R9C12,10,16,1.760000,1.747059,0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,68,9,4,R9C1,10,1,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,69,9,5,R9C2,10,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,70,9,6,R9C3,10,5,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,71,9,7,R9C4,10,7,1.552941,1.527059,0.025882,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,72,9,8,R9C5,10,2,1.682353,1.721177,-0.038824,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,73,10,1,R10C11,12,14,1.824706,1.811765,0.012941,0.000000,1,0
