timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,source_label,raw_voltage_v,signal_0_to_1,missing_filled_zero
2026-09-08T16:59:15.290,8.005962,45,73,10,1,R10C11,0,0,1
2026-09-08T16:59:15.290,8.005962,45,74,10,2,R10C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,75,10,3,R10C1,0,0,1
2026-09-08T16:59:15.290,8.005962,45,76,10,4,R10C2,0,0,1
2026-09-08T16:59:15.290,8.005962,45,77,10,5,R10C3,0,0,1
2026-09-08T16:59:15.290,8.005962,45,78,10,6,R10C4,0,0,1
2026-09-08T16:59:15.290,8.005962,45,79,10,7,R10C5,0,0,1
2026-09-08T16:59:15.290,8.005962,45,80,10,8,R10C6,0,0,1
2026-09-08T16:59:15.290,8.005962,45,81,11,1,R11C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,82,11,2,R11C1,0,0,1
2026-09-08T16:59:15.290,8.005962,45,83,11,3,R11C2,0,0,1
2026-09-08T16:59:15.290,8.005962,45,84,11,4,R11C3,0,0,1
2026-09-08T16:59:15.290,8.005962,45,85,11,5,R11C4,0,0,1
2026-09-08T16:59:15.290,8.005962,45,86,11,6,R11C5,0,0,1
2026-09-08T16:59:15.290,8.005962,45,87,11,7,R11C6,0,0,1
2026-09-08T16:59:15.290,8.005962,45,88,11,8,R11C7,0,0,1
2026-09-08T16:59:15.290,8.005962,45,89,12,1,R12C1,0,0,1
2026-09-08T16:59:15.290,8.005962,45,90,12,2,R12C2,0,0,1
2026-09-08T16:59:15.290,8.005962,45,91,12,3,R12C3,0,0,1
2026-09-08T16:59:15.290,8.005962,45,92,12,4,R12C4,0,0,1
2026-09-08T16:59:15.290,8.005962,45,93,12,5,R12C5,0,0,1
2026-09-08T16:59:15.290,8.005962,45,94,12,6,R12C6,0,0,1
2026-09-08T16:59:15.290,8.005962,45,95,12,7,R12C7,0,0,1
2026-09-08T16:59:15.290,8.005962,45,96,12,8,R12C8,0,0,1
2026-09-08T16:59:15.663,8.505013,46,1,1,1,R1C2,1.747059,0.0,0
2026-09-08T16:59:15.663,8.505013,46,2,1,2,R1C3,1.837647,0.0,0
